id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Kala,Kala,Kala Kapur,Good,10,17,10,40,55,2K,Evolve-Verse - Evolve (2015),,,,Good,,,,
Kaladin Stormblessed (Pre-Oaths),Kaladin Stormblessed (Pre-Oaths),Kaladin,Average,6,1,5,50,90,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,,,Neutral,,,,
Kaladin Stormblessed (Stormlight Infused),Kaladin Stormblessed (Stormlight Infused),Kaladin,Good,13,20,15,70,100,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,,,Good,,,,
Kale,Kale,Kale,Average,100,80,85,60,80,Shueisha,DB - Dragon Ball Verse,Kale,Universe 6,2018,Neutral,,,Black,Black
Kale (Legendary Super Saiyan),Kale (Legendary Super Saiyan),Kale,Average,100,75,100,100,100,Shueisha,DB - Dragon Ball Verse,,,,,,,,
Kaleb Hawkins (Vampire),Kaleb Hawkins (Vampire),,Good,25,25,20,40,45,The CW,VD - Vampire Diaries,,"Atlanta, Georgia",,Good,172.7,,Brown,Black
Kali,Kali,,High,25,25,35,80,30,The CW,Supernatural - Supernatural Series Universe,,,,Neutral,160.0,55.0,Black,Black
Kalibak,Kalibak,Kalibak,Good,100,100,100,100,90,DC Comics,New Earth - Post-Crisis,Kalibak,Apokolips,,Bad,236.2,367.4,Red,Black
Kalibak-1,Kalibak,Kalibak,Average,100,90,75,90,75,DC Comics,Earth 28 - DC: Mech,,,,Bad,,,,
Kalifa,Kalifa,Kalifa,Low,0,0,0,0,0,Shueisha,OP - One Piece Verse,,,,Bad,185.0,,Blue,Blond
Kalin Kessler,Kalin Kessler,Kalin Kessler,Average,1,1,1,40,60,Shueisha,Yu-Gi-Oh! - Yu-Gi-Oh!,,,,Good,,,Yellow / Green,Silver
Kalista,Kalista,Kalista Vol Kalah Heigaari,Good,13,14,25,60,85,Riot Games,LoL - League of Legends,,Kingdom of Camavor,,Neutral,,,White,Black
Kalluto Zoldyck,Kalluto Zoldyck,Kalluto Zoldyck,Low,0,0,0,0,0,Shueisha,HXH - Hunter X Hunter Verse,,,,Neutral,150.0,31.0,Pink,Black
Kalmar,Kalmar,Kalmaar,Average,25,11,5,60,70,Lego,,,,,,,,,
Kalpas (Cascaded Form),Kalpas (Cascaded Form),Kalpas,Good,100,100,85,100,95,,HI3 - Honkai Impact 3rd,,,,Bad,,,Yellow,Grey
Kama,Kama,,High,100,100,100,100,100,,Nasuverse - Nasu universe,,,,,,,,
Kamacuras (Millennium),Kamacuras (Millennium),Kamakirasu,Moderate,45,30,25,35,35,IDW Publishing,Toho - Toho Expanded Universe,,,2004,Neutral,4000.0,20000000.0,Yellow,No Hair
Kamacuras (Showa),Kamacuras (Showa),Kamakirasu,Moderate,65,25,20,30,25,IDW Publishing,Toho - Toho Expanded Universe,,Sollgel Island,1967,Neutral,5000.0,2800000.0,Orange,
Kamahl,Kamahl,Kamahl,Average,30,8,35,70,90,Hasbro,MtG - Magic: the Gathering,,"Pardic Mountains, Otaria, Dominaria",2001,Good,,,,
Kamen Rider Oma-Zio,Kamen Rider Oma-Zio,Oma-Zio,High,100,100,100,100,100,Shueisha,,,,,,,,,
Kami,Kami,,High,50,35,35,40,90,Shueisha,DB - Dragon Ball Verse,,,,Good,,,Black,No Hair
Kami Tenchi,Kami Tenchi,Kami Tenchi,High,100,100,100,100,100,Kadokawa,Tenchi Muyo - Tenchi Muyo! Universe,,,,Good,,,,
Kamilzumi Nobutsana,Kamilzumi Nobutsana,Kamilzumi Nobutsana,Good,100,65,40,55,100,Square Enix,BS - Bravely Series,,,,Good,,,,Brown
Kamin,Kamin,,Good,100,100,95,85,100,Shueisha,Xenoverse - Dragon Ball Xenoverse,,,,Bad,,,Blue,White
Kamioren,Kamioren,,Good,100,100,100,90,100,Shueisha,Xenoverse - Dragon Ball Xenoverse,,,,Bad,,,Blue,White
Kamioren (Universe Seed),Kamioren (Universe Seed),,Moderate,100,100,100,95,100,Shueisha,Xenoverse - Dragon Ball Xenoverse,,,,Bad,,,Red,
Kamoebas (Showa),Kamoebas (Showa),Kamēba,Moderate,75,15,25,20,20,IDW Publishing,Toho - Toho Expanded Universe,,Sergio Island,,Bad,6000.0,28000000.0,,
Kamui,Kamui,,Low,0,0,0,0,0,Shueisha,Gintama - Gintama Universe,,,,Bad,170.0,55.0,Blue,Red
Kamui-1,Kamui,,Average,75,50,40,75,75,Shueisha,Twin Star Exorcists - Twin Star Exorcists Universe,,,,Neutral,162.0,50.0,Green,White
Kamui Katsuragi,Kamui Katsuragi,,Good,1,6,40,60,80,Shueisha,Cv - Cardfight!! Vanguard,,,,,,,,
Kamui Woods,Kamui Woods,Shinji Nishiya,Average,25,35,25,35,60,Shueisha,MHA - My Hero Academia,,,,Good,168.0,,Brown,
Kaname,Kaname,Kaname Tosen,Average,100,50,45,50,75,Shueisha,Bleach - Bleach,,,,Bad,176.0,61.0,No eyes,Purple
Kanan Jarrus,Kanan Jarrus,Caleb Dume,Low,0,0,0,0,0,George Lucas,Star Wars - Star Wars Universe,Caleb Dume,,2014,Good,,,Silver,Brown
Kane Milohai,Kane Milohai,,High,100,100,100,100,100,DC Comics,New Earth - Post-Crisis,,,,,,,,
Kang,Kang,Nathaniel Richards,High,1,7,10,70,80,Marvel Comics,Earth-13122 - LEGO Marvel Super Heroes Game Universe,,,,Bad,,,,
Kang-1,Kang,Anthony Stark,High,100,100,85,100,80,Marvel Comics,Earth-TRN1072 - The Far Future of Earth-6160,,,,Neutral,,,Brown,Brown
Kang The Conquer,Kang The Conquer,Nathaniel Richards,High,30,25,55,80,85,Marvel Comics,MAU - Marvel Animated Universe,,,,Bad,,,,
Kang the Conqueror,Kang the Conqueror,Nathaniel Richards,High,100,100,100,100,80,Marvel Comics,Earth-616 - Prime Marvel Universe,Nathaniel Richards,"Other Earth, 31st century",1964,Bad,190.5,104.3,Brown,Brown
Kang the Conqueror-1,Kang the Conqueror,Nathaniel Richards,Good,25,25,45,75,80,Marvel Comics,MCU - Marvel Cinematic Universe,Nathaniel Richards,"31st Century New York City, NY",2023,Bad,182.9,91.63,Brown,Black
Kankuro,Kankuro,Kankuro,Low,0,0,0,0,0,Shueisha,"Naruto - Naruto, shippuden, Boruto",Kankuro,,,Good,177.8,61.2,Black,Brown
Kannin,Kannin,,Good,20,25,15,45,100,AMC,ITB - Into The Badlands,,,2019,Good,,,Black,Black
Kano,Kano,,Average,25,6,15,30,60,Mortal Kombat,MK-2021 - Mortal Kombat (2021),,,,Bad,,,,Brown
Kano-1,Kano,,Good,25,30,25,20,90,Mortal Kombat,MK - Mortal Kombat,,Australia,1992,Bad,182.9,92.99,Brown,Brown
Kanoh Agito,Kanoh Agito,,Good,25,30,25,35,95,Shogakukan,Kenganverse - Kengan Ashura,,China,,Bad,201.0,128.0,Black,Black
Kanon,Kanon,,High,100,100,100,100,100,07th Expansion,Umineko Verse - Umineko When They Cry,,,,,,,,
Kaon,Kaon,Amp,High,95,70,70,80,50,Hasbro,,Amp,,,Bad,,,Black,No Hair
Kaoru Hanayama,Kaoru Hanayama,,Good,35,25,30,35,80,,Baki - Baki the Grappler Universe,,,,Good,191.0,166.0,Brown,Black
Kaoru Komatsubara,Kaoru Komatsubara,,Average,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Brown,Purple
Kapau,Kapau,Kapau,Low,0,0,0,0,0,,,Kapau,Ninjago,,Bad,172.7,44.9,Red,No Hair
Kapau'rai,Kapau'rai,Kapau,Low,0,0,0,0,0,Lego,Ninjago - Ninjago,Kapau,Ninjago,,Bad,177.8,59.9,Red,No Hair
Karasu,Karasu,,High,100,100,100,100,70,SyFy,Noein - Noein: to your other self,,,,Good,,,Red,Silver
Karate Kid,Karate Kid,Val Armorr,Good,30,25,25,45,100,DC Comics,New Earth - Post-Crisis,,Orando,,Good,172.7,72.6,Brown,Brown
Karathen,Karathen,Karathen,Good,95,25,50,60,30,DC Comics,DCEU - DC Extended Universe,,,,Good,,,,
Karbin,Karbin,,Good,25,19,15,20,70,George Lucas,Star Wars - Star Wars Universe,,,2015,Bad,,,Yellow,No Hair
Karen,Karen,Karen,High,25,25,15,30,30,Nickelodeon,,Karen,Bikini Bottom,,Neutral,,,Green,Blue
Karen Archer,Karen Archer,,Good,25,25,20,55,65,Activision Blizzard,Prototype - prototype verse,,,,Bad,,,,
Kari,Kari,,Average,1,1,8,25,20,Shueisha,Digimon - Digimon,,,,Good,,,Brown,Brown
Karim,Karim,Farah Karim,Good,5,6,7,5,55,Activision Blizzard,CoD - Call of Duty,Farah Ahmed Karim,Urzikstan,,Good,165.0,55.0,Brown,Black
Karin,Karin,Uzumaki Karin,Good,8,25,20,40,70,Shueisha,"Naruto - Naruto, shippuden, Boruto",Uzumaki Karin,,,Neutral,165.1,45.8,Red,Red
Kariooq,Kariooq,Kariooq,Average,100,100,100,100,60,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Karkinos Of The Crab,Karkinos Of The Crab,Karkinos,Good,95,80,55,75,85,,AWLBA - A Wild Last Boss Appeared,,,,Good,168.0,,Purple,Purple
Karl,Karl,Karl Stormberg,Average,1,6,10,5,50,Warner Brothers,Chuck - Chuck,,"Annaberg-Bucholz, Germany",,Bad,,,Blue,Brown
Karl Fritz,Karl Fritz,,Good,5,8,10,35,50,Kodansha,AOT - Attack on Titan,,,,Neutral,,,,Grey
Karl Heisenberg,Karl Heisenberg,,Good,5,17,20,50,30,Capcom,Resident Evil - Resident Evil Game & Movie universe,,,,Bad,,,,
Karl Yamaji,Karl Yamaji,,Good,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Blue,Brown
Karla,Karla,Karla Gideon,Average,1,1,5,10,80,Marvel Comics,MCU - Marvel Cinematic Universe,Karla Faye Gideon,United States of America,,Bad,,,,Blond
Karlof,Karlof,Karlof,High,1,100,65,55,70,Lego,Ninjago - Ninjago,Karlof,Metalonia,,Good,188.0,99.8,Black,Black
Karma,Karma,Darha,Good,10,11,35,80,95,Riot Games,LoL - League of Legends,,"Northern Highlands, Ionia",,Good,,,Green,Brown
Karma-1,Karma,Fleet Delmar,Good,20,17,15,30,75,DC Comics,New Earth - Post-Crisis,,,,Bad,,,,
Karma-2,Karma,Karma Akabane,High,1,11,5,20,80,Shueisha,ACU - Assassination Classroom Universe,,,,Neutral,185.0,60.0,Gold,Red
Karma (Ruined),Karma (Ruined),Darha,Good,30,25,45,80,90,Riot Games,LoL - League of Legends,,"Northern Highlands, Ionia",,Bad,,,Green,White
Karn,Karn,Karn,Low,0,0,0,0,0,Marvel Comics,Earth-001 - Earth-001,,,2014,,188.0,90.7,Red,Brown
Karn (Post-Mending),Karn (Post-Mending),Karn,High,55,20,70,90,30,Hasbro,MtG - Magic: the Gathering,,Dominaria,2011,Good,,,Yellow,No Hair
Karn (Pre-Mending),Karn (Pre-Mending),Karn,High,75,80,100,100,30,Hasbro,MtG - Magic: the Gathering,,Dominaria,1998,Good,,,Yellow,No Hair
Karnak,Karnak,Karnak Mander-Azur,Low,0,0,0,0,0,Marvel Comics,MCU - Marvel Cinematic Universe,Karnak Mander-Azur,Attilan,,Good,170.2,64.9,Black,Black
Karnak-1,Karnak,,Good,20,20,15,25,95,Marvel Comics,MAU - Marvel Animated Universe,,,,Good,,,,
Karnak-2,Karnak,Karnak Mander-Azur,Good,25,25,20,25,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Attilan City, North Atlantic",,Bad,170.2,68.0,Blue,Black
Karnell,Karnell,,High,95,80,55,70,90,DC Comics,New Earth - Post-Crisis,,,2018,,,,White,White
Karolina Dean,Karolina Dean,,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Good,175.3,52.16,Blue,Blond
Karolina Dean-1,Karolina Dean,,Low,0,0,0,0,0,Marvel Comics,MCU - Marvel Cinematic Universe,Karolina Dean,"Los Angeles, California",,Good,,52.2,Blue,Blond
Karona,Karona,Jeska,Good,30,35,75,100,60,Hasbro,MtG - Magic: the Gathering,,"Otaria, Dominaria",2003,Neutral,,,,Black
Karotos,Karotos,Karotos,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Kars,Kars,,High,100,100,100,95,95,Shueisha,JJBA - JoJo's Bizarre Adventure,,,,Bad,,,,
Karstaag,Karstaag,,Good,100,25,100,100,55,,TES - The Elder Scrolls Verse,,,,,,,,
Karsus,Karsus,The Momentary God,High,100,100,100,100,65,,DAD - Dungeons and Dragons,,Netheril,,Neutral,,,Green,
Kartariya,Kartariya,Kartariya,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Karthus,Karthus,Karthus,Good,13,11,30,70,30,Riot Games,LoL - League of Legends,,,,Bad,,,,
Kashin Koji,Kashin Koji,Jiraiya,Good,50,80,50,40,90,Shueisha,"Naruto - Naruto, shippuden, Boruto",Jiraiya,Konoha,,Bad,191.2,87.5,Black,White
Kasius,Kasius,Kasius,Average,5,1,6,10,70,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Bad,,,,Black
Kasmina (Post-Mending),Kasmina (Post-Mending),Kasmina,High,1,6,20,75,45,Hasbro,MtG - Magic: the Gathering,,,2019,Neutral,,,Blue,Red
Kassadin,Kassadin,Kassaiadyn,Good,25,11,30,70,75,Riot Games,LoL - League of Legends,,"Sai, Shurima",,Good,,,,
Kassogtha,Kassogtha,Kassogtha,High,100,100,100,100,100,H.P. Lovecraft,,,,,,,,,
Kasuga Isao,Kasuga Isao,,Average,13,6,14,50,5,Kodansha,Gleipnir - Gleipnir Universe,,,,Good,,,,
Kasumi,Kasumi,,Average,1,25,50,55,15,Hi-Rez Studios,PAU - Paladins Universe,,Unknown,,Bad,,,,
Kasumi Miwa,Kasumi Miwa,,Average,5,25,15,35,60,Shueisha,JJK - Jujutsu Kaisen,,,,Good,162.0,,Blue,Blue
Kat Mitchell,Kat Mitchell,,Average,1,1,10,55,0,Zenescope Entertainment,Charmed - Charmed Universe,,,,Good,,,,Brown
Katana,Katana,Tatsu Yamashiro,Low,0,0,0,0,0,,Arrowverse - DC Television Universe,Tatsu Yamashiro,Earth-1,,Good,170.2,53.1,Brown,Brown
Katana-1,Katana,Tatsu Yamashiro,Good,1,25,10,10,95,DC Comics,New Earth - Post-Crisis,Tatsu Toro,Japan,,Good,157.5,43.5,Brown,Black
Katana-2,Katana,Tatsu Yamashiro,Average,1,7,9,15,80,DC Comics,DCEU - DC Extended Universe,Tatsu Yamashiro,"Tokyo, Japan",,Good,165.1,49.9,Black,Black
Katana-3,Katana,Tatsu Yamashiro,Average,1,15,10,10,85,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,Good,,,Brown,Black
Katana-4,Katana,Tatsu Yamashiro,Good,1,25,15,17,95,DC Comics,Rebirth - DC Rebirth,Tatsu Toro,Japan,,Good,157.5,44.0,Brown,Black
Katana-5,Katana,Tatsu Yamashiro,Average,1,11,10,15,80,,HQAU - Harley Quinn Animated Series,,,,,,,,
Katana-6,Katana,Tatsu Yamashiro,Good,1,17,10,20,95,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,,Black
Katana Man,Katana Man,,Average,55,30,25,45,75,Shueisha,Chainsaw Man - Chainsaw Man,,Japan,,Neutral,,,Black,Black
Katara,Katara,Katara,Average,25,20,10,70,65,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,Southern Water Tribe,,Good,160.0,49.9,Blue,Brown / Black
Katara (Full Moon),Katara (Full Moon),Katara,Average,25,25,10,75,65,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),Katara,Water Tribe,,Good,160.0,49.9,Blue,Brown / Black
Katarina,Katarina,Katarina Du Couteau,Good,8,8,10,30,85,Riot Games,LoL - League of Legends,,Noxus,,Neutral,,,,Red
Katarina Rostova,Katarina Rostova,Tatiana Petrova,Average,1,6,10,0,65,Universal Studios,The Blacklist - The Blacklist,,Union of Soviet Socialist Republics,,,,,Blue,Red
Kate BIshop,Kate BIshop,,Good,1,6,7,16,80,Marvel Comics,Earth-TRN814 - Marvel's Avengers Game,Katherine Elizabeth Bishop,,,Good,165.1,54.43,Blue,Black
Kate Lockley,Kate Lockley,,Average,1,1,5,0,60,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Good,,,Blue,Blond
Kate Morgan,Kate Morgan,Kate Morgan,Average,1,6,10,0,70,,24 - 24,Kate Morgan,,,Good,,,Blue,Blond
Kate Prince,Kate Prince,Kate Prince,Low,0,0,0,0,0,Dynamite Entertainment,Charlie's Angels - Charlie's Angels,Kate Prince,,2011,Good,,,Brown,Black
Katherine Pierce,Katherine Pierce,Katerina Petrova,Good,25,50,25,65,70,The CW,VD - Vampire Diaries,,Bulgaria,,Bad,170.2,55.3,Brown,Brown
Katherine Von Swartzschild (Vampire),Katherine Von Swartzschild (Vampire),,Average,35,35,40,75,85,The CW,VD - Vampire Diaries,,ca. 1477,,Bad,152.4,43.0,Blue,Blond
Katia Van Dees,Katia Van Dees,Katia Van Dees,Good,5,7,7,10,50,,,,,,Good,,,Blue,Black
Katie Barton,Katie Barton,,Average,1,5,5,5,40,Marvel Comics,Earth-20368 - Captain Marvel: The End,,Earth,2020,Good,,,,Red
Katilda,Katilda,Katilda,Good,1,1,10,40,30,Hasbro,MtG - Magic: the Gathering,,"Avabruck, Innistrad",2021,Good,,,,
Katniss Everdeen,Katniss Everdeen,Katniss Everdeen,Good,1,6,5,15,60,,HG - Hunger Games,,District 13,,Good,165.1,,Green,Brown
Kato,Kato,Hayashi Kato,Average,1,7,5,20,80,Dynamite Entertainment,Green Hornet - The Green Hornet,Hayashi Kato,,,Good,172.7,59.87,Brown,Black
Katsuki Bakugo,Katsuki Bakugo,,Average,50,50,25,40,75,Shueisha,MHA - My Hero Academia,,,,Good,,,Red,Blond
Katsumi Morikawa,Katsumi Morikawa,,Average,1,1,10,30,30,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Brown,Black
Katsumi Orochi,Katsumi Orochi,,Good,25,25,25,20,70,,Baki - Baki the Grappler Universe,,Japan,,Good,186.0,116.0,Brown,Brown
Katsuya Serizawa,Katsuya Serizawa,Katsuya Serizawa,Average,25,20,35,70,15,Dark Horse Comics,MP100 - Mob Psycho 100,,,,Good,,,Black,Brown
Katy Keene,Katy Keene,Katherine Keene,Average,1,1,5,1,5,,Archieverse,,,,,,,,
Katya,Katya,Katya Spelling,Moderate,1,5,7,50,0,,SMU - Super Monsters Universe,,,,,,,,
Katya Belyakov,Katya Belyakov,Katya Belyakov,Average,1,1,5,50,10,Marvel Comics,MCU - Marvel Cinematic Universe,,Russia,,Bad,,,,
Kavaxas,Kavaxas,,Good,75,40,60,90,60,Nickelodeon,TMNT 2012 - Teenage Mutant Ninja Turtles (2012-2017 TV series),,,2012,Bad,,,Yellow,No Hair
Kawahara Sakuya,Kawahara Sakuya,,High,100,100,100,100,100,,I/O Revision II - I/O Revision II,,,,Good,,,Hazel,Brown
Kawaki,Kawaki,,Average,50,80,45,75,75,Shueisha,"Naruto - Naruto, shippuden, Boruto",,,,,,,,
Kaya (Post-Mending),Kaya (Post-Mending),Kaya Cassir,Average,1,14,20,60,75,Hasbro,MtG - Magic: the Gathering,,Tolvada,2016,Neutral,,,Pink,Black
Kaydel Ko Connix,Kaydel Ko Connix,Kaydel Ko Connix,Low,0,0,0,0,0,George Lucas,Star Wars - Star Wars Universe,Kaydel Ko Connix,Dulathia,,Good,155.0,,Brown,Blond
Kayle,Kayle,Kayle,Good,75,50,55,80,85,Riot Games,LoL - League of Legends,,Mount Targon,,Bad,,,Yellow,White
Kayn,Kayn,Shieda Kayn,Good,25,25,20,70,95,Riot Games,LoL - League of Legends,,Noxus,,Bad,,,Blue,Black
Kazann,Kazann,Micah,High,35,80,55,85,100,Marvel Comics,,,Heaven,2005,Bad,,,,
Kazemon,Kazemon,Zoe Orimoto,Average,40,25,35,50,50,Shueisha,Digimon - Digimon,,,,Good,,,,Purple
Kaziklu Bey,Kaziklu Bey,Wilhelm Ehrenburg,Average,100,100,100,100,50,,Masadaverse - Masadaverse,,Germany,,Neutral,182.0,73.0,Red,White
Kazooie,Kazooie,,Average,25,30,15,35,20,Microsoft,,,,,,,,,
Kazuma,Kazuma,Satou Kazuma,Average,10,20,35,40,25,Kadokawa,KonoSuba - Kono Subarashii Sekai ni Shukufuku wo!,,,,Good,,,Green,Brown
Kazuma Shouji,Kazuma Shouji,,Good,1,6,20,50,80,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Grey,Blue
Kazumi (Devil Form),Kazumi (Devil Form),Kazumi Mishima,Average,30,50,40,55,90,Namco,Tekken - Tekken,,,,Bad,,,Red,White
Kazumi Mishima,Kazumi Mishima,Kazumi Hachij?,Average,30,30,30,45,90,Namco,Tekken - Tekken,,,,Neutral,,,Brown,Brown
Kazumi Onimaru,Kazumi Onimaru,,Good,1,6,20,40,80,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Gold,White
Kazuradrop,Kazuradrop,,High,100,100,100,100,100,Type-Moon,Nasuverse - Nasu universe,,,,,133.0,30.0,,
Kazutora Hanemiya,Kazutora Hanemiya,Kazutora Hanemiya,Average,1,8,7,5,65,Kodansha,TR - Tokyo Revengers,,,,,174.0,60.0,,
Kazuya Mishima,Kazuya Mishima,Kazuya Mishima,Good,30,50,30,50,100,Namco,Tekken - Tekken,,,,Bad,181.0,76.0,Red,Black
Keeper,Keeper,,Average,1,25,30,30,30,Marvel Comics,MCU - Marvel Cinematic Universe,,,,,,,,
Kefka Palazzo,Kefka Palazzo,Kefka Palazzo,Average,75,80,65,100,70,Square Enix,FF VI - Final Fantasy VI,,,,Bad,167.0,47.63,Blue,Blond
Kefka Palazzo (God Kefka),Kefka Palazzo (God Kefka),Kefka Palazzo,Average,100,100,60,100,70,Square Enix,FF VI - Final Fantasy VI,,,,Bad,,,Yellow,Yellow
Kefla,Kefla,Kale/Caulifla,Average,100,100,100,100,100,Shueisha,DB - Dragon Ball Verse,Kale/Caulifla,Universe 6,2018,Neutral,,,Black,Black
Kefla (Super Saiyan),Kefla (Super Saiyan),Kale/Caulifla,Average,100,100,100,100,95,Shueisha,DB - Dragon Ball Verse,,,,Neutral,,,Green,Green
Kefnet (God of Knowledge),Kefnet (God of Knowledge),Kefnet,High,75,25,60,90,80,Hasbro,MtG - Magic: the Gathering,,Amonkhet,2017,Good,,,,
Kefnet (God-Eternal),Kefnet (God-Eternal),Kefnet,Average,75,25,70,90,70,Hasbro,MtG - Magic: the Gathering,,Amonkhet,2019,Bad,,,,
Kei Nagara,Kei Nagara,,Good,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,,Black
Kei Sakura,Kei Sakura,,Good,55,50,100,60,90,Shueisha,IUND - Ichiban Ushiro no Daimaou,,,,Neutral,,,Purple,Pink
Kei Sakurai,Kei Sakurai,,Good,100,100,100,100,100,,SB - Shinza Banshou,,,,Good,168.0,50.0,Purple,Black
Kei Tsukishima,Kei Tsukishima,Kei Tsukishima,Good,1,5,5,5,5,Shueisha,Haikyu!! - Haikyuu!!,,Miyagi Prefecture,,Neutral,188.3,68.4,Gold,Blond
Keiichi Kuzuryu (King of Diamonds),Keiichi Kuzuryu (King of Diamonds),,High,1,1,5,5,25,Netflix,AiB - Alice in Borderland (TV Series),,,,,175.0,,Black,Black
Keira,Keira,,Good,25,35,30,40,100,,Hero Wars Verse - Hero Wars Verse,,,,Good,,,Blue,Brown
Keisuke Baji,Keisuke Baji,Keisuke Baji,Good,5,8,8,6,70,Kodansha,TR - Tokyo Revengers,,,,,175.0,,,
Keizer Ghidorah (Millennium),Keizer Ghidorah (Millennium),Ghidorah,Average,80,30,55,80,55,IDW Publishing,Toho - Toho Expanded Universe,,,,Bad,14000.0,100000000.0,Red,No Hair
Kel'Thuzad,Kel'Thuzad,,High,25,30,40,60,40,Activision Blizzard,Warcraft - Warcraft,,,,Bad,,,,
Kelbim,Kelbim,,Moderate,75,25,30,50,35,,USU - Ultra Series Universe,,,,,4400.0,44000000.0,,
Kelbo Russo,Kelbo Russo,,Moderate,1,1,25,100,15,Disney,WoWP - Wizards of Waverly Place,,,,Good,,,,Black
Kelda,Kelda,Kelda,Good,100,100,100,100,85,Marvel Comics,,,,,,,,,
Kelleran Beq,Kelleran Beq,Kelleran Beq,Good,50,80,50,75,100,George Lucas,Star Wars - Star Wars Universe,,,,Good,187.0,,Brown,Black
Kelly,Kelly,,Good,25,25,30,60,90,Kadokawa,Blood Lad - Blood Lad,,,,,,,,
Kelly Burkhardt,Kelly Burkhardt,,Average,8,7,8,20,80,NBC,Grimm Universe - Grimm 2011-2017,,,,Good,,,Black,Black
Kelly Garrett,Kelly Garrett,Kelly Garrett,Low,0,0,0,0,0,Dynamite Entertainment,Charlie's Angels - Charlie's Angels,Kelly Garrett,,1976,Good,,,Blue,Brown
Kelly Peyton,Kelly Peyton,Kelly Peyton,Average,1,6,10,0,70,ABC Studios,Alias - Alias,Kelly Peyton,,,Bad,,,Brown,Brown
Kelnacca,Kelnacca,Kelnacca,Good,50,80,50,75,100,George Lucas,Star Wars - Star Wars Universe,,,2024,,229.0,,Grey,Brown
Kelpie,Kelpie,,Average,1,7,20,60,40,Marvel Comics,Earth-616 - Prime Marvel Universe,,Scotland,2020,Good,,,Blue,Pink
Kelsier,Kelsier,,Good,1,7,15,25,90,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,"The Final Empire, Scadrial",,Good,,,Hazel,Blond
Kemintiri,Kemintiri,Kemintiri,High,100,100,100,100,85,,WOD - World of Darkness,,,,,,,,
Kemur,Kemur,Kemur Man,Good,75,35,40,60,50,,USU - Ultra Series Universe,,Planet Kemur,1966,Bad,5500.0,16000000.0,Yellow,Brown
Ken,Ken,Ken Masters,Average,25,25,15,45,100,Capcom,Street Fighter - Street Fighter,Ken Masters,United States of America,1987,Good,177.8,74.8,,Blond
Ken-1,Ken,,Good,25,35,45,100,90,The CW,VD - Vampire Diaries,,8th Millennium BC,,Bad,185.4,,Green,Blond
Ken 10,Ken 10,Ken Tennyson,Good,100,75,80,85,60,Cartoon Network,Ben 10 - Ben 10,,,,Good,,,Gold,Brown
Ken Midori,Ken Midori,Ken Midori,Average,5,6,6,5,65,,Beyblade - Beyblade,,,,Good,,,Green,Black
Kendo Rappa,Kendo Rappa,Kendo Rappa,Average,30,30,20,35,80,Shueisha,MHA - My Hero Academia,,,,Bad,,,Yellow,Brown
KendoGarurumon,KendoGarurumon,Koji Minamoto,Average,70,25,50,60,55,Shueisha,Digimon - Digimon,,,,Good,,,Yellow,
Kendra,Kendra,Kendra Soreson,Average,1,1,5,0,10,,FH - Fable Haven,,,,Good,,,Blue,Brown
Kendra (Fairy Kin),Kendra (Fairy Kin),Kendra Soreson,Average,1,6,20,20,40,,FH - Fable Haven,,,,Good,,,Brown,Brown
Kendra Young,Kendra Young,,Good,25,25,60,60,90,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,Jamaica,,Good,,,Brown,Black
Kenjaku,Kenjaku,,High,55,80,40,75,85,Shueisha,JJK - Jujutsu Kaisen,,,,Bad,,,,
Kenji,Kenji,Kenji Kon,Average,1,6,5,0,10,Universal Studios,Jurassic Park - Jurassic Park,,,,,,,Brown,Black
Kenji Mitsusada,Kenji Mitsusada,,Good,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Grey,Blond
